acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.585,['Sara Kays'],0.679,227186,0.61,0,1nYzjrdVQ8RpF93M0jPFW7,9.51E-05,7,0.156,-10.936,0,Remember That Night?,83,11/6/20,0.0305,123.978,0.554,2020
0.207,['Lil Mosey'],0.774,162547,0.554,1,22LAwLoDA5b4AaGSkg6bKW,0,0,0.132,-7.909,1,Blueberry Faygo,83,2/6/20,0.0383,99.034,0.349,2020
0.232,['The Kid LAROI'],0.719,126521,0.598,0,3qgPpwtuRu5oP8EtFSj8HE,0,9,0.115,-6.254,1,SO DONE,83,11/6/20,0.077,142.592,0.303,2020
0.297,['Vedo'],0.774,201587,0.376,1,4lsHZ92XCFOQfzJFBTluk8,0,5,0.165,-9.372,1,You Got It,83,3/27/20,0.208,122.089,0.391,2020
0.556,['Selena Gomez'],0.488,206459,0.343,0,4l0Mvzj72xxOpRrp6h8nHi,0,4,0.21,-8.985,1,Lose You To Love Me,83,1/10/20,0.0436,102.819,0.0978,2020
0.021,['Bad Bunny'],0.86,172127,0.758,0,0SqqAgdovOE24BzxIClpjw,6.54E-05,11,0.344,-5.16,1,Yo Perreo Sola,83,2/28/20,0.0695,97.014,0.453,2020
0.0947,['Bad Bunny'],0.688,191526,0.881,0,5fROvzNghPid8mbKNDYvpJ,0,7,0.0804,-4.889,0,YO VISTO ASÍ,83,11/27/20,0.0474,123.013,0.677,2020
0.127,['Doja Cat'],0.707,134240,0.955,0,78qd8dvwea0Gosb6Fe6j3k,0,10,0.202,-4.593,0,Boss Bitch,83,1/23/20,0.222,125.989,0.575,2020
0.321,['Drake'],0.834,247059,0.454,1,127QTOFJsJQp5LbJbu3A1y,6.15E-06,1,0.114,-9.75,0,Toosie Slide,83,4/3/20,0.201,81.618,0.837,2020
0.0946,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,1,2tFwfmceQa1Y6nRPhYbEtC,0,3,0.119,-8.871,0,CÓMO SE SIENTE - Remix,83,5/9/20,0.088,92.988,0.304,2020
0.42,['BTS'],0.547,254950,0.605,0,0n2moJpAEWHwaPYYjkzMDl,0,8,0.125,-6.755,1,Blue & Grey,83,11/20/20,0.0415,121.953,0.364,2020
0.0375,['BLACKPINK'],0.812,180947,0.8,0,4SFknyjLcyTLJFPKD2m96o,0.000112,11,0.0638,-4.282,1,How You Like That,83,10/2/20,0.077,130.036,0.357,2020
0.424,['salem ilese'],0.738,136839,0.621,0,7aGyRfJWtLqgJaZoG9lJhE,7.39E-06,0,0.692,-7.313,1,Mad at Disney,83,7/24/20,0.0486,113.968,0.715,2020
0.121,['TWICE'],0.657,205493,0.88,0,37ZtpRBkHcaq6hHy0X98zn,0,10,0.463,-3.672,0,I CAN'T STOP ME,83,10/26/20,0.102,150.084,0.769,2020
0.154,['Sam Smith'],0.653,213869,0.667,0,5hvwx5i67IwnCkjl9VHkNv,0,10,0.107,-6.764,0,Diamonds,83,9/17/20,0.0423,104.181,0.556,2020
0.3,"['Nio Garcia', 'Anuel AA', 'Myke Towers', 'Brray', 'Juanka']",0.815,345241,0.715,1,1mohfLaTJtB2RplHLQVM70,4.83E-06,4,0.091,-4.65,0,La Jeepeta - Remix,83,4/24/20,0.207,176.007,0.786,2020
0.162,"['Tainy', 'J Balvin']",0.76,157944,0.658,0,1pqnQ41XbfKjaFu6M0eGJp,0,7,0.195,-5.275,1,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",83,7/9/20,0.275,100.202,0.565,2020
0.518,"['Piso 21', 'Maluma']",0.605,236731,0.8,1,69Y5IZuBvGyzySFt5x7kCq,0.000128,10,0.0763,-3.018,1,Más De La Una,83,12/3/20,0.312,92.284,0.732,2020
0.197,"['Sigala', 'James Arthur']",0.676,218359,0.786,0,0DmAvNCAK08oCi7miSZUIY,0,1,0.0943,-4.529,1,Lasting Lover,83,9/4/20,0.0478,125.983,0.483,2020
0.0224,"['Ozuna', 'Doja Cat', 'Sia']",0.759,214507,0.636,1,5cpJFiNwYyWwFLH0V6B3N8,0.000143,6,0.166,-5.585,1,Del Mar,83,9/4/20,0.0369,109.976,0.536,2020
0.104,"['Jay Wheeler', 'Myke Towers', 'Rauw Alejandro', 'DJ Nelson', 'Jhay Cortez', 'Lunay', 'Kendo Kaponi']",0.841,382555,0.674,1,7LE1K0lZyRFZjSlrnm7lfD,0,2,0.131,-5.35,1,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",83,12/17/20,0.0962,90.007,0.761,2020
0.0531,['Ozuna'],0.728,217547,0.806,0,3gD4J3RUHy4OUuZ3qAiaiG,0.000301,6,0.153,-3.766,1,Caramelo,83,6/11/20,0.0623,168.084,0.698,2020
0.0518,"['Cali Y El Dandee', 'Danna Paola']",0.684,174027,0.808,0,4K8cyoCDovlc4FvtUr2Hfx,1.02E-05,0,0.0858,-2.737,1,Nada,83,8/14/20,0.061,173.905,0.712,2020
0.191,['Luke Combs'],0.487,232533,0.65,0,6IBcOGPsniK3Pso1wHIhew,0,0,0.0933,-5.195,1,Forever After All,82,10/23/20,0.0253,151.964,0.456,2020
0.00327,['Lil Baby'],0.856,135960,0.564,1,4Iedi94TIaB2GGb1nMB68v,0,6,0.134,-6.295,0,On Me,82,12/4/20,0.392,77.972,0.483,2020
0.231,"['21 Savage', 'Metro Boomin', 'Drake']",0.647,193839,0.667,1,4Q34FP1AT7GEl9oLgNtiWj,0,5,0.133,-5.563,1,Mr. Right Now (feat. Drake),82,10/2/20,0.304,172.08,0.704,2020
0.157,"['The Kid LAROI', 'Juice WRLD']",0.487,181688,0.74,1,2rPHUAeUPbNgTmK18FPTiZ,0,6,0.612,-4.973,1,GO (feat. Juice WRLD),82,7/24/20,0.0944,73.779,0.522,2020
0.149,['Polo G'],0.783,163798,0.479,1,3JKgcAa7r07ocVWcV8bS0H,0,7,0.101,-10.646,1,21,82,5/15/20,0.541,176.027,0.533,2020
0.83,['Taylor Swift'],0.512,185320,0.462,1,5BK0uqwY9DNfZ630STAEaq,0.166,9,0.121,-10.491,1,gold rush,82,12/11/20,0.0408,112.05,0.353,2020
0.0469,"['Kane Brown', 'Swae Lee', 'Khalid']",0.727,191406,0.626,0,5f1joOtoMeyppIcJGZQvqJ,2.58E-05,7,0.126,-8.415,1,Be Like That - feat. Swae Lee & Khalid,82,7/10/20,0.0726,86.97,0.322,2020
0.199,"['SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign']",0.679,202008,0.516,1,7Bar1kLTmsRmH6FCKKMEyU,0,0,0.0965,-6.371,0,Hit Different,82,9/4/20,0.0452,120.074,0.716,2020
0.418,"['Taylor Swift', 'HAIM']",0.546,215627,0.613,0,3RaT22zZsxVYxxKR7TAaYF,0,7,0.103,-7.589,0,"no body, no crime (feat. HAIM)",82,12/11/20,0.0264,79.015,0.535,2020
0.0978,"['Big Sean', 'Post Malone']",0.724,199758,0.675,1,33gwZOGJWEZ7dRWPqPxBEZ,9.41E-06,2,0.351,-5.267,1,Wolves (feat. Post Malone),82,9/4/20,0.0867,160.048,0.325,2020
0.382,['Wilbur Soot'],0.546,239667,0.453,0,4vLBnQtece15fFhqWxZvJP,3.90E-05,7,0.106,-13.04,1,Your New Boyfriend,82,12/11/20,0.121,104.532,0.74,2020
0.537,['Taylor Swift'],0.613,239560,0.581,0,4R2kfaDFhslZEMJqAFNpdd,0.000345,0,0.25,-8.588,0,cardigan,82,7/24/20,0.0424,130.033,0.551,2020
0.0511,['Miley Cyrus'],0.551,205733,0.756,0,6qCsKKS7Ol63SJW3LOIX5R,0,2,0.0765,-4.948,1,Plastic Hearts,82,11/27/20,0.0652,175.984,0.618,2020
0.524,['Don Toliver'],0.652,154424,0.631,0,7AzlLxHn24DxjgQX73F9fU,0.000579,6,0.165,-5.718,0,No Idea,82,3/13/20,0.0893,127.998,0.35,2020
0.749,['StaySolidRocky'],0.728,147800,0.431,0,5RqR4ZCCKJDcBLIn4sih9l,0,6,0.0996,-9.966,0,Party Girl,82,4/21/20,0.0622,130.022,0.629,2020
0.0301,['Pop Smoke'],0.772,135747,0.878,1,57BGVV6wcyhbn3hsjlqEZB,2.18E-06,2,0.251,-4.22,1,Element,82,2/7/20,0.324,61.311,0.305,2020
0.884,['Alexander 23'],0.629,184638,0.306,0,47EWMOElkkbMp5m9SBkx7d,0.0776,1,0.124,-11.735,1,IDK You Yet,82,4/9/20,0.0424,76.994,0.191,2020
0.0981,['Miley Cyrus'],0.672,196453,0.642,0,1daDRI9ahBonbWD8YcxOIB,0,5,0.1,-4.035,1,Angels Like You,82,11/27/20,0.0313,121.981,0.494,2020
0.402,['Bad Bunny'],0.9,170972,0.603,0,41wtwzCZkXwpnakmwJ239F,4.81E-06,2,0.134,-5.313,1,Si Veo a Tu Mamá,82,2/28/20,0.0646,129.928,0.824,2020
0.00839,['Jonas Brothers'],0.852,180645,0.698,0,4wNIkl5XGiAACjFBlDWuSd,1.03E-06,9,0.0773,-7.206,1,What A Man Gotta Do,82,1/17/20,0.0629,113.039,0.324,2020
0.3,"['Justin Bieber', 'Quavo']",0.806,212867,0.546,0,4umIPjkehX1r7uhmGvXiSV,0,9,0.102,-6.637,1,Intentions (feat. Quavo),82,2/14/20,0.0575,147.986,0.874,2020
0.0326,"['Bad Bunny', 'Daddy Yankee']",0.744,206420,0.868,1,69vlMrzHwATKzupwNcUPyK,0,1,0.0822,-4.524,1,La Santa,82,2/28/20,0.047,93.037,0.586,2020
0.0484,['BTS'],0.764,222243,0.526,0,3QH8rQGNFX8VLbCgZ7uPTS,0,11,0.0718,-7.355,1,Fly To My Room,82,11/20/20,0.212,114.91,0.588,2020
0.00782,['BTS'],0.787,202313,0.669,0,2FVpOsjT1iquZ3SpCjZ9Ne,0,5,0.123,-4.333,0,Telepathy,82,11/20/20,0.0428,104.994,0.57,2020
0.0684,['Ava Max'],0.72,187436,0.706,0,7DnAm9FOTWE3cUvso43HhI,0,1,0.166,-4.719,1,Sweet but Psycho,82,9/18/20,0.0473,133.002,0.62,2020
0.185,"['Octavian', 'Skepta']",0.866,161668,0.563,1,6Juv5N0dNU1imms9c9u1dA,0,11,0.0889,-6.964,0,Papi Chulo,82,3/13/20,0.108,127.954,0.307,2020
0.217,['Tones And I'],0.806,178157,0.513,0,5ri4zqtWhG07hIuNNDWP76,0,4,0.217,-6.208,1,Fly Away,82,11/13/20,0.0685,124.988,0.503,2020
0.464,"['Anuel AA', 'Bad Bunny']",0.691,246000,0.765,1,06s3QtMJVXw1AJX3UfvZG1,3.29E-06,8,0.203,-4.727,1,Hasta Que Dios Diga,82,5/29/20,0.111,174.021,0.855,2020
0.0593,"['Shawn Mendes', 'Justin Bieber']",0.64,178994,0.392,0,1HbA4N1MiOsPthALesGFR1,0,2,0.0839,-7.246,0,Monster (Shawn Mendes & Justin Bieber),82,12/4/20,0.0574,145.838,0.502,2020
0.0412,"['Regard', 'RAYE']",0.848,176767,0.768,1,66W1rVTnEv86dIkFhoiElg,0.000785,6,0.195,-5.386,0,Secrets,82,4/24/20,0.0373,118.961,0.777,2020
0.406,"['Nea', 'Felix Jaehn']",0.682,186878,0.7,0,7C1trmcQQ5n5RNy4l6ziCv,0,6,0.174,-5.591,1,Some Say - Felix Jaehn Remix,82,1/10/20,0.0397,120.03,0.637,2020
0.662,['Morgan Wallen'],0.657,161773,0.54,0,0SErdEdRcVX1uJCf1eTGYH,0,5,0.123,-7.675,1,Somebody’s Problem,81,11/20/20,0.0287,136.97,0.625,2020
0.135,"['Lil Baby', '42 Dugg']",0.926,181929,0.542,1,6gxKUmycQX7uyMwJcweFjp,0,1,0.0877,-5.064,1,We Paid (feat. 42 Dugg),81,5/1/20,0.293,135.14,0.564,2020
0.735,['Taylor Swift'],0.575,229840,0.434,0,7dW84mWkdWE5a6lFWxJCBG,6.59E-05,5,0.105,-8.193,1,‘tis the damn season,81,12/11/20,0.0312,145.916,0.348,2020
0.114,"['Jack Harlow', 'Big Sean']",0.945,168906,0.582,1,6rLi6PyWXu1rPlShuIZpj6,0,11,0.103,-8.357,0,Way Out (feat. Big Sean),81,12/9/20,0.0719,108.025,0.907,2020
0.114,"['Gunna', 'Young Thug']",0.825,197760,0.458,1,3nS9a01VvXHQriLqJYwRqG,0,0,0.102,-7.47,1,DOLLAZ ON MY HEAD (feat. Young Thug),81,5/22/20,0.0577,145.115,0.161,2020
0.878,['Taylor Swift'],0.316,245440,0.361,1,0PurA4JVJ8YQgSVopY8fn6,2.67E-05,9,0.0797,-10.381,1,tolerate it,81,12/11/20,0.0488,74.952,0.221,2020
0.0693,"['The Kid LAROI', 'Machine Gun Kelly']",0.721,144860,0.632,1,0DYNL4xbYWgNzppUamtyR4,0,5,0.291,-6.695,0,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",81,11/6/20,0.0358,92.057,0.296,2020
0.605,"['Juice WRLD', 'benny blanco']",0.703,183783,0.703,1,3uVPLtkmDu8pDkYEAVqbgS,0,1,0.12,-4.672,1,Real Shit (with benny blanco),81,12/2/20,0.133,76.017,0.697,2020
0.00815,['Pop Smoke'],0.688,164580,0.647,1,25zlnOAzbVoOzIeXSvQFf1,1.65E-05,2,0.095,-7.258,1,Got It On Me,81,7/3/20,0.19,88.834,0.195,2020
0.224,"['Juice WRLD', 'The Weeknd']",0.694,196180,0.685,1,6wQlQrTY5mVS8EGaFZVwVF,0,6,0.124,-6.535,0,Smile (with The Weeknd),81,7/10/20,0.133,158.831,0.306,2020
0.778,"['Taylor Swift', 'Bon Iver']",0.298,285634,0.38,0,4pvb0WLRcMtbPGmtejJJ6y,5.62E-05,6,0.11,-8.426,1,exile (feat. Bon Iver),81,7/24/20,0.0287,75.602,0.152,2020
0.44,['Glass Animals'],0.761,238805,0.525,0,6CDzDgIUqeDY5g8ujExx2f,6.70E-06,11,0.0921,-6.9,1,Heat Waves,81,6/29/20,0.0944,80.87,0.531,2020
0.0681,"['Ariana Grande', 'Doja Cat']",0.789,167990,0.742,1,5GkQIP5mWPi4KZLLXeuFTT,0,10,0.166,-5.664,0,motive (with Doja Cat),81,10/30/20,0.0652,116.965,0.661,2020
0.00671,"['Travis Scott', 'Young Thug', 'M.I.A.']",0.835,202795,0.699,1,4jVBIpuOiMj1crqd8LoCrJ,0,8,0.195,-5.405,0,FRANCHISE (feat. Young Thug & M.I.A.),81,9/25/20,0.277,154.981,0.547,2020
0.795,['Billie Eilish'],0.444,208155,0.309,0,2ygvZOXrIeVL4xZmAWJT2C,0.132,8,0.352,-10.956,1,my future,81,7/30/20,0.062,104.745,0.0875,2020
0.248,['Eminem'],0.835,224656,0.869,1,6cS9PmLky2NhLOhpIsUlow,0,10,0.462,-4.582,0,Gnat,81,12/18/20,0.27,140.945,0.82,2020
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
